MS Zoning,Street,Land Contour,Neighborhood,Bldg Type,House Style,Overall Qual,Year Built,Year Remod/Add,Foundation,1st Flr SF,Gr Liv Area,Kitchen Qual,Garage Cars,SalePrice
RM,Pave,Lvl,BrDale,TwnhsE,2Story,5,1970,1970,CBlock,630,1302,TA,2,106000
RM,Pave,Lvl,BrDale,TwnhsE,2Story,5,1971,1971,CBlock,765,1365,TA,2,122500
RL,Pave,Lvl,NPkVill,TwnhsE,1Story,6,1976,1976,CBlock,958,958,TA,2,128000
RL,Pave,Lvl,NPkVill,TwnhsE,2Story,6,1976,1976,CBlock,804,1548,Gd,2,155000
RL,Pave,Lvl,NPkVill,Twnhs,1Story,7,1978,1978,CBlock,1055,1055,TA,1,142500
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1966,1966,CBlock,988,988,TA,1,129250
RL,Pave,Lvl,NridgHt,1Fam,1Story,9,2006,2007,PConc,1816,1816,Ex,3,356000
RL,Pave,Lvl,NridgHt,1Fam,1Story,9,2007,2007,PConc,1828,1828,Gd,3,314813
RL,Pave,Lvl,NridgHt,1Fam,1Story,8,2007,2007,PConc,1694,1694,Gd,3,318000
RL,Pave,Lvl,NridgHt,1Fam,1Story,8,2006,2007,PConc,1694,1694,Gd,3,322400
RL,Pave,Lvl,NridgHt,1Fam,1Story,8,2007,2007,PConc,1734,1734,Ex,3,318000
RL,Pave,Lvl,NridgHt,1Fam,1Story,8,2007,2007,PConc,2122,2122,Gd,3,345474
RL,Pave,Lvl,NridgHt,1Fam,1Story,9,2006,2007,PConc,2121,2121,Ex,3,415298
RL,Pave,Lvl,NridgHt,1Fam,2Story,9,2007,2007,PConc,1943,2656,Ex,3,492000
RL,Pave,Lvl,NridgHt,1Fam,2Story,8,2006,2007,PConc,1148,2550,Ex,3,338931
RL,Pave,Lvl,NridgHt,1Fam,1Story,10,2005,2006,PConc,2046,2046,Ex,3,450000
RL,Pave,Lvl,NridgHt,1Fam,2Story,7,2006,2006,PConc,1071,2172,Gd,3,280000
RL,Pave,Lvl,NridgHt,1Fam,1Story,9,2007,2007,PConc,2552,2552,Ex,3,479069
RL,Pave,Lvl,NridgHt,1Fam,1Story,8,2006,2006,PConc,1973,1973,Gd,3,395000
RL,Pave,Lvl,NridgHt,1Fam,2Story,9,2006,2006,PConc,2069,2643,Ex,3,380000
RL,Pave,Lvl,NridgHt,1Fam,1Story,8,2006,2006,PConc,1634,1634,Gd,3,250000
RL,Pave,Lvl,NridgHt,1Fam,1Story,8,2006,2007,PConc,1976,1976,Gd,3,440000
RL,Pave,Lvl,NridgHt,1Fam,2Story,9,2005,2006,PConc,1722,2758,Ex,3,418000
RL,Pave,Lvl,NridgHt,1Fam,1Story,10,2007,2007,PConc,2290,2290,Ex,3,500067
RL,Pave,Lvl,NridgHt,1Fam,2Story,8,2007,2008,PConc,1582,2152,Gd,2,260116
RL,Pave,Lvl,NridgHt,1Fam,2Story,8,2004,2005,PConc,1143,2473,Gd,3,317000
RL,Pave,Lvl,NridgHt,1Fam,2Story,8,2007,2007,PConc,958,2100,Ex,3,319500
RL,Pave,Lvl,NridgHt,1Fam,2Story,8,2007,2007,PConc,1610,2161,Ex,3,325624
RL,Pave,HLS,NridgHt,1Fam,1Story,9,2006,2006,PConc,1802,1802,Ex,3,372000
RL,Pave,Lvl,NridgHt,1Fam,2Story,8,2004,2004,PConc,1718,2956,Ex,3,342000
RL,Pave,Lvl,NridgHt,1Fam,2Story,8,2004,2004,PConc,1136,2468,Gd,3,354000
RL,Pave,Lvl,NridgHt,1Fam,2Story,8,2003,2003,PConc,1217,2385,Gd,3,350000
RL,Pave,Lvl,NridgHt,1Fam,2Story,8,2003,2004,PConc,1234,2374,Ex,3,285000
RL,Pave,Lvl,NridgHt,1Fam,2Story,8,2007,2007,PConc,895,1818,Ex,3,281500
RL,Pave,Lvl,NridgHt,1Fam,1Story,7,2005,2006,PConc,1614,1614,Gd,3,245700
RL,Pave,Lvl,NridgHt,1Fam,1Story,8,2005,2005,PConc,1721,1721,Gd,2,232698
RL,Pave,Lvl,NridgHt,1Fam,2Story,8,2006,2007,PConc,1298,1828,Gd,3,250000
RL,Pave,Lvl,NridgHt,TwnhsE,1Story,6,2005,2006,PConc,1362,1362,Gd,2,194700
RL,Pave,Lvl,NridgHt,Twnhs,1Story,6,2005,2006,PConc,1302,1302,Gd,2,204000
RL,Pave,Lvl,NridgHt,Twnhs,1Story,6,2005,2006,PConc,1302,1302,Gd,2,200000
RL,Pave,Lvl,NridgHt,TwnhsE,1Story,6,2005,2006,PConc,1362,1362,Gd,2,207000
RL,Pave,Lvl,NridgHt,Twnhs,1Story,8,2006,2006,PConc,1554,1554,Gd,2,209500
RL,Pave,Lvl,NridgHt,Twnhs,1Story,8,2006,2006,PConc,1554,1554,Gd,2,209500
RL,Pave,Lvl,NridgHt,TwnhsE,1Story,8,2006,2006,PConc,1370,1370,Gd,2,202500
RL,Pave,Lvl,NridgHt,TwnhsE,1Story,9,2005,2005,PConc,1577,1577,Ex,2,280000
RL,Pave,Lvl,NridgHt,TwnhsE,1Story,9,2005,2005,PConc,1561,1561,Ex,2,277500
RL,Pave,Lvl,NridgHt,TwnhsE,1Story,9,2007,2007,PConc,1869,1869,Ex,2,318061
RL,Pave,Lvl,NridgHt,TwnhsE,1Story,8,2006,2006,PConc,1324,1324,Gd,2,221370
RL,Pave,Lvl,NridgHt,TwnhsE,1Story,7,2003,2003,PConc,1405,1405,Gd,2,200000
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,2007,2007,CBlock,768,1496,Gd,2,181755
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,2005,2006,PConc,768,1536,Gd,2,176000
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,2005,2007,PConc,783,1484,Gd,2,178900
RL,Pave,Lvl,Gilbert,1Fam,2Story,7,2006,2007,PConc,608,1458,Gd,2,168165
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,2006,2006,PConc,738,1495,Gd,2,171925
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,2006,2007,PConc,698,1746,Gd,3,198444
RL,Pave,Lvl,Gilbert,1Fam,1Story,6,2005,2005,PConc,1326,1326,Gd,2,203000
RL,Pave,Lvl,Gilbert,1Fam,2Story,7,2007,2007,PConc,728,1456,Gd,2,179540
RL,Pave,Lvl,Gilbert,1Fam,1Story,7,2007,2007,PConc,1302,1302,Gd,2,176485
RL,Pave,Lvl,Gilbert,1Fam,1Story,7,2007,2007,PConc,1340,1340,Gd,2,181134
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,2006,2007,PConc,616,1412,Gd,2,156932
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,2007,2007,PConc,752,1504,Gd,2,166000
RL,Pave,Lvl,Gilbert,1Fam,2Story,7,2007,2007,PConc,728,1456,Gd,2,177594
RL,Pave,Lvl,Gilbert,1Fam,1Story,7,2007,2007,PConc,1258,1258,Gd,2,173500
RL,Pave,Lvl,Blmngtn,TwnhsE,1Story,7,2006,2007,PConc,1258,1258,Gd,3,172500
RL,Pave,Lvl,Blmngtn,TwnhsE,1Story,7,2006,2007,PConc,1402,1402,Gd,3,194201
RL,Pave,Lvl,Blmngtn,TwnhsE,1Story,8,2003,2003,PConc,1589,1589,Gd,3,226500
RL,Pave,Lvl,Blmngtn,1Fam,1Story,7,2007,2007,PConc,1266,1266,Gd,2,185485
RL,Pave,Lvl,Gilbert,1Fam,1Story,7,2004,2004,PConc,1530,1530,Gd,3,259000
RL,Pave,Lvl,Gilbert,1Fam,SLvl,7,2004,2005,PConc,1119,1119,Gd,2,188500
RL,Pave,Lvl,Gilbert,1Fam,SLvl,7,2004,2004,PConc,744,1374,Gd,2,175000
RL,Pave,Lvl,Gilbert,1Fam,2Story,7,2004,2005,PConc,847,1959,Gd,2,215000
RL,Pave,Lvl,Gilbert,1Fam,1Story,7,2006,2006,PConc,1525,1525,Gd,2,206580
RL,Pave,Lvl,Gilbert,1Fam,2Story,7,2004,2004,PConc,840,1720,Gd,2,183500
RL,Pave,Lvl,Gilbert,1Fam,SLvl,7,2003,2003,PConc,754,1394,Gd,2,165500
RL,Pave,Lvl,Gilbert,1Fam,2Story,7,2003,2003,PConc,847,1948,Gd,2,211000
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,2000,2000,PConc,948,1690,TA,2,181000
RL,Pave,Lvl,Gilbert,1Fam,2Story,7,2002,2002,PConc,864,1995,Gd,2,219500
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,1999,2000,PConc,953,1647,TA,2,175000
RL,Pave,Lvl,Gilbert,1Fam,SLvl,7,2000,2000,PConc,774,1430,TA,2,170000
RL,Pave,Lvl,Gilbert,1Fam,2Story,7,2003,2003,PConc,660,1320,Gd,2,162000
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,2000,2000,PConc,940,1690,TA,2,187000
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,1999,2000,PConc,961,1644,TA,2,185000
RL,Pave,Lvl,NoRidge,1Fam,2Story,10,1996,1996,PConc,2411,4476,Ex,3,745000
RL,Pave,Lvl,NoRidge,1Fam,2Story,8,1997,1998,PConc,1779,2551,Gd,3,384500
RL,Pave,Lvl,NoRidge,1Fam,2Story,8,2000,2000,PConc,997,2285,Gd,3,248000
RL,Pave,Lvl,NoRidge,1Fam,1Story,10,2001,2002,PConc,2633,2633,Ex,3,466500
RL,Pave,Lvl,NoRidge,1Fam,2Story,9,1998,1998,PConc,1671,3078,Gd,3,410000
RL,Pave,Lvl,NoRidge,1Fam,2Story,8,1998,1999,PConc,1411,2582,Gd,3,322500
RL,Pave,Lvl,NoRidge,1Fam,2Story,7,1998,1998,PConc,1108,2385,Gd,3,252000
RL,Pave,Lvl,NoRidge,1Fam,2Story,10,1994,1995,PConc,2444,4316,Ex,3,755000
RL,Pave,Lvl,NoRidge,1Fam,2Story,7,1996,1997,PConc,1127,2013,TA,2,269790
RL,Pave,Lvl,NoRidge,1Fam,2Story,7,1996,1997,PConc,1383,2398,Gd,3,315750
RL,Pave,Lvl,NoRidge,1Fam,2Story,7,1995,1995,PConc,1214,2520,Gd,3,290000
RL,Pave,Lvl,NoRidge,1Fam,2Story,8,1995,1995,PConc,1328,2531,Gd,3,290000
RL,Pave,Lvl,NoRidge,1Fam,1Story,8,1992,1993,PConc,3228,3228,Gd,2,430000
RL,Pave,Lvl,NoRidge,1Fam,2Story,8,1992,1993,PConc,1105,2202,Gd,2,263000
RL,Pave,Lvl,NoRidge,1Fam,2Story,8,1996,1997,PConc,1335,2538,Gd,3,330000
RL,Pave,Lvl,Somerst,1Fam,1Story,7,2007,2007,PConc,1369,1369,Gd,2,213133
RL,Pave,Lvl,Somerst,1Fam,1Story,8,2007,2007,PConc,1542,1542,Gd,3,260261
RL,Pave,Lvl,Somerst,1Fam,1Story,9,2006,2006,PConc,1905,1905,Ex,3,320000
RL,Pave,Lvl,Somerst,1Fam,1Story,8,2007,2007,PConc,1464,1464,Gd,3,282922
RL,Pave,Lvl,Somerst,1Fam,1Story,8,2006,2006,PConc,1534,1534,Gd,2,215000
RL,Pave,Lvl,Somerst,1Fam,1Story,10,2007,2007,PConc,1966,1966,Ex,3,419005
RL,Pave,Lvl,Somerst,1Fam,1Story,8,2006,2006,PConc,1636,1636,Gd,3,255000
RL,Pave,Lvl,Somerst,1Fam,1Story,8,2006,2007,PConc,1795,1795,Gd,3,147000
RL,Pave,Lvl,Somerst,1Fam,1Story,7,2007,2007,PConc,1528,1528,Gd,2,235876
RL,Pave,Lvl,Somerst,1Fam,1Story,7,2007,2007,PConc,1726,1726,Ex,3,311872
RL,Pave,Lvl,Somerst,1Fam,1Story,7,2007,2007,PConc,1689,1689,Gd,3,248328
RL,Pave,Lvl,Somerst,1Fam,1Story,8,2006,2006,PConc,1588,1588,Gd,3,227000
RL,Pave,Lvl,Somerst,1Fam,1Story,8,2005,2005,PConc,1538,1538,Gd,2,260000
RL,Pave,Lvl,Somerst,1Fam,1Story,8,2007,2007,PConc,1496,1496,Gd,2,225000
RL,Pave,Lvl,Somerst,1Fam,1Story,7,2005,2006,PConc,1506,1506,Gd,2,249000
RL,Pave,Lvl,Somerst,1Fam,1Story,8,2004,2005,PConc,1694,1694,Gd,2,307000
RL,Pave,Lvl,Somerst,1Fam,2Story,7,2006,2006,PConc,982,1977,Gd,3,250000
RL,Pave,Lvl,Somerst,1Fam,2Story,8,2006,2006,PConc,1302,1830,Gd,3,221300
FV,Pave,Lvl,Somerst,1Fam,1Story,8,2007,2007,PConc,1338,1338,Gd,2,208900
FV,Pave,Lvl,Somerst,1Fam,1Story,7,2006,2007,PConc,1335,1335,Gd,2,210400
FV,Pave,Lvl,Somerst,1Fam,2Story,8,2007,2007,PConc,896,1792,Gd,2,255000
FV,Pave,Lvl,Somerst,1Fam,2Story,5,2007,2007,CBlock,725,1588,Gd,2,212109
FV,Pave,Lvl,Somerst,1Fam,2Story,8,2006,2006,PConc,1088,1959,Gd,3,270000
FV,Pave,Lvl,Somerst,1Fam,2Story,8,2007,2007,PConc,1184,2610,Ex,2,303477
FV,Pave,Lvl,Somerst,1Fam,2Story,8,2007,2007,PConc,955,1880,Ex,3,310013
FV,Pave,Lvl,Somerst,1Fam,1Story,8,2006,2006,PConc,1656,1656,Gd,3,249700
FV,Pave,Lvl,Somerst,1Fam,2Story,7,2007,2007,PConc,874,1761,Gd,2,227875
FV,Pave,Lvl,Somerst,1Fam,1Story,8,2007,2007,PConc,1584,1584,Ex,2,261329
FV,Pave,Lvl,Somerst,1Fam,1Story,8,2006,2006,PConc,1685,1685,Gd,3,253000
FV,Pave,Lvl,Somerst,1Fam,2Story,6,2004,2004,PConc,1158,2443,Gd,3,265000
FV,Pave,Lvl,Somerst,1Fam,2Story,8,2004,2005,PConc,1580,2466,Gd,2,340000
RL,Pave,Lvl,SawyerW,1Fam,1Story,6,2006,2007,PConc,1100,1100,TA,0,146000
RL,Pave,Lvl,SawyerW,1Fam,1Story,7,2006,2006,PConc,1143,1143,Gd,0,147000
RL,Pave,Lvl,SawyerW,1Fam,1Story,5,2003,2004,PConc,1094,1094,Gd,2,149000
RL,Pave,Lvl,SawyerW,1Fam,1Story,7,2006,2006,PConc,1486,1486,Gd,2,181000
RL,Pave,Lvl,SawyerW,1Fam,2Story,6,1994,1994,PConc,936,1721,Gd,2,201000
RL,Pave,Lvl,SawyerW,1Fam,2Story,6,1993,1997,PConc,920,1820,Gd,2,191750
RL,Pave,Lvl,SawyerW,1Fam,1Story,7,2000,2001,PConc,1349,1349,TA,2,179000
RL,Pave,Low,SawyerW,1Fam,1Story,7,1998,1998,PConc,1494,1494,Gd,2,215000
RL,Pave,Lvl,SawyerW,TwnhsE,1Story,6,1992,1992,PConc,1575,1575,Gd,2,179200
RL,Pave,Lvl,SawyerW,TwnhsE,2Story,6,1980,1980,CBlock,630,1266,TA,1,128000
RL,Pave,Lvl,SawyerW,1Fam,SFoyer,5,1983,1983,CBlock,884,884,Gd,2,144000
RH,Pave,Lvl,SawyerW,Duplex,1Story,5,1977,1977,Slab,2020,2020,TA,2,144000
RL,Pave,Lvl,Sawyer,1Fam,1Story,5,1977,1977,CBlock,894,894,TA,1,120750
RL,Pave,Lvl,Sawyer,1Fam,1Story,5,1963,1963,CBlock,970,970,TA,2,132500
RL,Pave,Lvl,Sawyer,1Fam,1Story,5,1962,1962,CBlock,1057,1057,TA,2,132000
RL,Pave,Lvl,Sawyer,1Fam,1Story,5,1962,2001,CBlock,999,999,Gd,1,132500
RL,Pave,Lvl,Sawyer,1Fam,1Story,4,1961,1961,CBlock,1120,1120,Fa,2,129000
RL,Pave,Lvl,Sawyer,1Fam,1Story,5,1962,1962,CBlock,1696,1696,TA,1,143900
RL,Pave,Lvl,Sawyer,1Fam,1Story,5,1968,1968,CBlock,1040,1040,TA,2,145000
RL,Pave,Lvl,Sawyer,1Fam,1Story,5,1961,1961,CBlock,988,988,TA,2,128500
RL,Pave,Lvl,Sawyer,1Fam,1Story,5,1967,1967,CBlock,902,902,TA,1,125500
RL,Pave,Bnk,Veenker,1Fam,2Story,7,1990,1990,PConc,1271,2503,Gd,2,300000
RL,Pave,Lvl,Veenker,1Fam,2Story,7,1974,2003,CBlock,1516,2167,Gd,2,294000
RL,Pave,Lvl,Sawyer,1Fam,1Story,5,1974,1974,CBlock,1037,1037,TA,2,129000
RL,Pave,Lvl,Sawyer,1Fam,SFoyer,5,1975,1981,CBlock,1701,1701,TA,2,171000
RL,Pave,Lvl,Sawyer,1Fam,1Story,6,1973,2006,CBlock,1055,1055,Gd,2,147000
RL,Pave,Lvl,NoRidge,1Fam,2Story,8,1990,1990,PConc,1453,2810,Gd,2,302000
RL,Pave,Lvl,NoRidge,1Fam,1.5Fin,8,1992,2000,PConc,2129,2872,Gd,2,285000
FV,Pave,Lvl,Somerst,TwnhsE,1Story,8,2004,2004,PConc,1378,1378,Gd,2,214000
FV,Pave,Lvl,Somerst,TwnhsE,1Story,8,2006,2007,PConc,1151,1151,Gd,2,166000
FV,Pave,Lvl,Somerst,TwnhsE,1Story,8,2006,2007,PConc,1565,1565,Gd,2,193800
FV,Pave,Lvl,Somerst,TwnhsE,1Story,7,2006,2007,PConc,1352,1352,Gd,2,208900
FV,Pave,Lvl,Somerst,TwnhsE,1Story,7,2006,2007,PConc,1352,1352,Gd,2,194000
FV,Pave,Lvl,Somerst,TwnhsE,1Story,8,2006,2007,PConc,1550,1550,Gd,2,207500
FV,Pave,Lvl,Somerst,TwnhsE,1Story,7,2006,2007,PConc,1241,1241,Gd,2,199900
FV,Pave,Lvl,Somerst,TwnhsE,2Story,7,2006,2007,PConc,625,1250,Gd,2,164700
FV,Pave,Lvl,Somerst,Twnhs,2Story,6,1999,1999,PConc,757,1501,TA,2,176500
FV,Pave,Lvl,Somerst,TwnhsE,2Story,6,1999,1999,PConc,729,1458,TA,2,176000
FV,Pave,Lvl,Somerst,TwnhsE,2Story,6,2000,2000,PConc,756,1512,Gd,2,168500
FV,Pave,Lvl,Somerst,Twnhs,2Story,6,2000,2000,PConc,769,1573,Gd,2,177000
FV,Pave,Lvl,Somerst,Twnhs,2Story,6,2000,2000,PConc,769,1525,Gd,2,177000
FV,Pave,Lvl,Somerst,TwnhsE,2Story,7,2004,2004,PConc,551,1102,Gd,2,148800
FV,Pave,Lvl,Somerst,Twnhs,2Story,8,1999,2000,PConc,764,1441,Gd,2,174000
FV,Pave,Lvl,Somerst,1Fam,2Story,7,1997,1998,PConc,975,1950,Gd,2,239000
FV,Pave,Lvl,Somerst,1Fam,1Story,7,1999,2000,PConc,1358,1358,Gd,2,204000
FV,Pave,Lvl,Somerst,1Fam,2Story,8,2003,2004,PConc,1072,2048,Gd,2,301000
FV,Pave,Lvl,Somerst,1Fam,2Story,8,1998,1998,PConc,1220,2362,Gd,2,312500
RL,Pave,Lvl,Veenker,TwnhsE,1Story,8,1994,1995,PConc,1494,1494,Gd,2,279700
RL,Pave,Lvl,Veenker,1Fam,1Story,7,1980,1980,CBlock,2362,2362,Gd,2,255000
RL,Pave,Lvl,Veenker,1Fam,SLvl,5,1978,1978,PConc,1432,1432,Gd,2,194000
RL,Pave,Lvl,Veenker,1Fam,1Story,5,1976,2004,CBlock,1437,1437,Gd,2,218000
RL,Pave,Lvl,Greens,TwnhsE,1Story,8,1978,1998,CBlock,1295,1295,Gd,2,213750
RL,Pave,Lvl,Veenker,1Fam,SLvl,6,1976,1994,CBlock,1094,1855,TA,2,187000
RL,Pave,Lvl,Veenker,1Fam,1Story,6,1976,1976,CBlock,1262,1262,TA,2,181500
RL,Pave,Lvl,Veenker,1Fam,1Story,8,1981,1981,CBlock,2497,2497,Gd,2,373000
RL,Pave,Lvl,Sawyer,Duplex,1.5Fin,5,1977,1977,CBlock,1361,2620,TA,2,190000
FV,Pave,Lvl,Somerst,1Fam,2Story,7,2001,2001,PConc,1057,1929,Gd,2,226000
RL,Pave,Lvl,NWAmes,1Fam,1Story,6,1968,1968,CBlock,1152,1152,TA,2,143450
RL,Pave,Lvl,NWAmes,1Fam,2Story,6,1970,1970,CBlock,1403,2411,TA,2,240050
RL,Pave,Lvl,NWAmes,1Fam,SFoyer,6,1969,1969,PConc,1082,1082,TA,2,162500
RL,Pave,Lvl,NWAmes,1Fam,1Story,6,1968,1968,PConc,1295,1295,TA,2,164000
RL,Pave,Lvl,NWAmes,1Fam,1Story,7,1972,1987,CBlock,1610,1610,Gd,2,185000
RL,Pave,Lvl,NWAmes,1Fam,1Story,7,1993,1993,PConc,1594,1594,Gd,2,188500
RL,Pave,Lvl,NWAmes,1Fam,2Story,7,1993,1993,PConc,1091,2075,Gd,2,255000
RL,Pave,Lvl,NWAmes,Duplex,1Story,5,1976,1976,CBlock,1680,1680,TA,2,136905
RL,Pave,Lvl,NWAmes,1Fam,1Story,6,1966,1966,CBlock,1093,1093,TA,2,158500
RL,Pave,Lvl,NWAmes,1Fam,1Story,7,1973,1973,CBlock,1242,1242,TA,2,175500
RL,Pave,Lvl,NWAmes,1Fam,1Story,6,1963,1963,CBlock,1052,1052,TA,1,127000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1967,1993,CBlock,1107,1107,Gd,1,127000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1967,1967,CBlock,1214,1214,TA,1,143000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1965,1965,CBlock,1073,1073,TA,2,156000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1958,1983,CBlock,1344,1344,TA,1,144000
RL,Pave,Lvl,NAmes,Duplex,1Story,5,1964,1964,CBlock,1728,1728,TA,1,119000
RL,Pave,Lvl,NAmes,Duplex,1Story,4,1964,1964,Slab,1224,1224,TA,3,103000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1960,1978,CBlock,1422,1422,TA,1,139900
RL,Pave,Lvl,NAmes,1Fam,1Story,6,1960,1998,CBlock,958,958,TA,1,151500
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1960,1960,CBlock,1065,1065,TA,2,126500
RL,Pave,Lvl,NAmes,1Fam,SLvl,6,1958,1958,CBlock,1138,1138,TA,1,145000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1958,1985,CBlock,912,912,TA,1,120000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1956,1956,CBlock,1074,1074,Gd,2,124000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1959,1959,Slab,882,882,TA,1,106500
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1961,1961,CBlock,1187,1187,TA,2,140500
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1961,1961,CBlock,964,964,TA,2,137500
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1960,1960,CBlock,894,894,TA,1,117600
RL,Pave,Lvl,NAmes,1Fam,1Story,7,1966,1966,CBlock,1200,1200,TA,2,163500
RL,Pave,Lvl,NAmes,1Fam,SLvl,6,1965,1965,CBlock,1042,1042,TA,2,161000
RL,Pave,Lvl,NAmes,1Fam,SLvl,6,1964,1991,CBlock,1302,1302,Gd,1,158000
RL,Pave,Lvl,NAmes,1Fam,2Story,6,1964,1997,CBlock,845,2154,TA,2,224500
RL,Pave,Lvl,NAmes,1Fam,1Story,6,1964,1964,CBlock,1374,1374,TA,1,147000
RL,Pave,Lvl,NAmes,1Fam,1Story,6,1959,1991,CBlock,1652,1652,Gd,2,200000
RL,Pave,Lvl,NAmes,1Fam,1Story,6,1960,1987,CBlock,1429,1429,Gd,2,181900
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1959,2002,CBlock,1327,1327,Gd,2,150750
RL,Pave,Lvl,NAmes,Duplex,1Story,4,1962,1962,Slab,1224,1224,TA,2,101800
RL,Pave,Lvl,NAmes,1Fam,1Story,6,1950,1950,CBlock,932,932,Gd,1,124000
RL,Pave,Lvl,NAmes,1Fam,1.5Unf,5,1940,1996,PConc,908,908,TA,2,138500
RL,Pave,Low,BrkSide,1Fam,1Story,1,1946,1950,Slab,334,334,Fa,0,39300
RL,Pave,Lvl,BrkSide,1Fam,1Story,3,1946,1950,CBlock,666,666,Gd,0,64500
RL,Pave,Lvl,BrkSide,1Fam,1.5Fin,3,1945,1950,CBlock,442,670,Fa,0,64000
RL,Pave,Lvl,BrkSide,1Fam,1Story,5,1958,2000,CBlock,808,808,TA,1,112000
RL,Pave,Lvl,NAmes,1Fam,2Story,6,1964,1978,CBlock,1127,1977,TA,2,165000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1955,1955,CBlock,1150,1150,TA,1,144000
RL,Pave,Lvl,NAmes,Duplex,2Story,5,1948,1950,CBlock,928,1920,TA,2,137000
RL,Pave,Lvl,NAmes,1Fam,1.5Fin,5,1941,1950,CBlock,968,1376,TA,1,105000
RL,Pave,Lvl,NAmes,1Fam,2Story,5,1942,1995,CBlock,888,1644,Gd,1,146500
RL,Pave,Lvl,NAmes,Duplex,1Story,5,1968,1968,CBlock,1560,1560,TA,3,126000
RL,Pave,Lvl,NAmes,1Fam,SFoyer,5,1966,1966,CBlock,1280,1280,TA,2,175000
RL,Pave,Lvl,NAmes,1Fam,SLvl,6,1961,1961,CBlock,1254,1254,TA,2,158500
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1958,1958,CBlock,912,912,TA,1,114500
RL,Pave,Lvl,NAmes,1Fam,1.5Fin,5,1958,1958,CBlock,874,1524,TA,1,144000
RL,Pave,Lvl,NAmes,1Fam,2Story,6,1965,1979,CBlock,1465,2380,TA,2,129000
RL,Pave,Lvl,NAmes,1Fam,1Story,6,1957,1999,CBlock,936,936,Gd,1,141000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1956,1956,CBlock,1008,1008,Fa,1,131000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1963,1963,CBlock,1053,1053,Gd,2,142100
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1958,1992,CBlock,1056,1056,TA,1,139000
RL,Pave,Lvl,NAmes,1Fam,1Story,6,1958,1958,CBlock,1442,1442,TA,1,157900
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1954,2005,CBlock,1056,1056,TA,1,139400
RL,Pave,Lvl,NAmes,1Fam,1Story,6,1957,1957,CBlock,1244,1244,TA,1,150000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1960,1960,CBlock,1144,1144,TA,1,120000
RL,Pave,Lvl,NAmes,1Fam,1Story,6,1957,1969,CBlock,1721,1721,TA,2,174850
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1957,1957,CBlock,922,922,TA,1,116000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1956,1956,CBlock,1048,1048,TA,1,135000
RL,Pave,Lvl,NAmes,1Fam,1Story,6,1970,1970,CBlock,1657,1657,TA,2,163500
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1955,1975,CBlock,1411,1411,TA,1,130000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1955,1955,CBlock,1216,1216,TA,1,129500
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1953,2006,CBlock,1154,1154,Ex,1,142000
RL,Pave,Lvl,NAmes,Duplex,1Story,5,1958,1958,CBlock,1560,1560,TA,2,128600
RL,Pave,Lvl,NAmes,1Fam,1Story,6,1952,1952,CBlock,948,948,TA,2,125000
RL,Pave,Lvl,NAmes,1Fam,1Story,6,1953,1953,CBlock,1040,1040,TA,1,136000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1953,2006,CBlock,1008,1008,Gd,1,134500
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1956,2003,CBlock,925,925,Gd,1,127000
RL,Pave,Bnk,NAmes,1Fam,SLvl,5,1955,1955,CBlock,1360,1360,TA,2,130000
